Photo_Table::Web,CommonName,FileNameOrigin,PhotoID_pi,FileName,Image,File Name_origin,DateYear_pi,DateMonth_pi,DateDay_pi,FIleName_Old_pi,Date,Time,File Path,DateSeason_txt_pi,DateSeason#_pi,DateYearDay_pi,Photo_Desc_pi,EXIF_FN_cal_pi,EXIF_AV_cal_pi,EXIF_Exp_pi,EXIF_FocalLength_cal_pi,PhotoAltTitle,EXIF_ISO_pi,EXIF_SS_cal_pi,Keywords_pi,LocationID_pi,Species,CommonName_pi,Name_Individual_Plant_Nickname,Name#_Individual,PhotographerName_auto_pi,Camera_Make_pi,LocDesc_pi,LatinName_pi,Camera_Model_pi,LocName,Photo_verify_pi,Photo_verify_OK_pi,Species_Table::NameAlt1,Photo_View,Photo_Quality,EcoType,Photo_Repeatable,Photo_Comparison,LocElevation_pi,Lat,LocElevation_pi_calc_2,Weather_pi,FlowerPhase,Long,LocSlope_pi,Flower#_pi,LocAspect_pi,Flower%_pi,FacilitiesManagement_pi,Lat_Long_pi,LeafPhase,Leaf%_pi,WebGallery_Done?_pi,Canopy%_pi,Dead_or_Alive_pi,WebGalleryHTML_pi,FieldNotes_pi,Associated_PlantsID_pi,Invasive_PlantsID_pi,ToDo_pi,Associated_AnimalsID_pi,Associated_BirdsID_pi,Associated_PhenomenaID_pi,Flower_Phase#_pi,Leaf_Phase#_pi,CreatedBy_pi,CreatedBy_Date_pi,Species_Table::FlowerShape,Species_Table::FlowerPetal#,Species_Table::FlowerColour,ModifiedBy_pi,ModifiedBy_Date_pi,Species_Table::LeafShape,Species_Table::LeafPerStem#,NameNoExt,FileNameTb
,Snowberry,syal_gom_2009_03_26_IMG_4952.jpg,171,syal_gom_2009_03_26_IMG_4952_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2009_03_26_IMG_4952_web.jpg,syal_gom_2009_03_26_IMG_4952.jpg,2009,3,26,4952,2009-03-26, 6:30:10 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2009_03_26_IMG_4952_web.jpg,0,3,85,Uni 201 ethnobotany walk with Brenda Beckwith,2.7,2.865919,18,6.7,"Snowberry, with , and , at Garry Oak Meadow, 2009-03-26.",,1,,0,syal,Snowberry,,,Wendy Anthony,0,,0,3,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,,48.460952,,"cool, cloudy",,-123.319943,,,,,,48.46095212,,,,,,"<a name=""Spring2009""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2009_03_26_IMG_4952_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2009_03_26_IMG_4952_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2009-03-26."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2009-03-26."" class=""imgtb"" border=""1""></a><br>Mar 26, 2009<br>(gom)",,,,,,,Uni 201 Students,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2009_03_26_IMG_4952,syal_gom_2009_03_26_IMG_4952_tb.jpg
,Snowberry,syal_gom_2014_05_27_IMG_3994.jpg,172,syal_gom_2014_05_27_IMG_3994_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_3994_web.jpg,syal_gom_2014_05_27_IMG_3994.jpg,2014,5,27,3994,2014-05-27, 2:28:19 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_3994_web.jpg,0,3,147,,5.6,4.970854,150,39.3,"Snowberry, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.643856,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,551,48.46117,55,,,-123.319455,,,,,,48.46117012,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_3994_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_3994_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2014_05_27_IMG_3994,syal_gom_2014_05_27_IMG_3994_tb.jpg
,Snowberry,syal_gom_2014_05_27_IMG_3997.jpg,173,syal_gom_2014_05_27_IMG_3997_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_3997_web.jpg,syal_gom_2014_05_27_IMG_3997.jpg,2014,5,27,3997,2014-05-27, 2:28:33 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_3997_web.jpg,0,3,147,,6.8,5.531069,150,90,"Snowberry, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.643856,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,54910,48.461155,54,,,-123.31947,,,,,,48.46115512,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_3997_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_3997_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2014_05_27_IMG_3997,syal_gom_2014_05_27_IMG_3997_tb.jpg
,Snowberry,syal_gom_2014_05_27_IMG_4208.jpg,174,syal_gom_2014_05_27_IMG_4208_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_4208_web.jpg,syal_gom_2014_05_27_IMG_4208.jpg,2014,5,27,4208,2014-05-27, 2:55:04 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_4208_web.jpg,0,3,147,,3.5,3.61471,11000,4.5,"Snowberry, with , and , at Garry Oak Meadow, 2014-05-27.",250,9.965784,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,2295,48.460662,45,,,-123.319347,,,,,,48.46066212,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_4208_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_4208_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2014_05_27_IMG_4208,syal_gom_2014_05_27_IMG_4208_tb.jpg
,Snowberry,syal_gom_2014_05_27_IMG_4210.jpg,175,syal_gom_2014_05_27_IMG_4210_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_4210_web.jpg,syal_gom_2014_05_27_IMG_4210.jpg,2014,5,27,4210,2014-05-27, 2:55:08 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_05_27_IMG_4210_web.jpg,0,3,147,,3.5,3.61471,11000,4.5,"Snowberry, with , and , at Garry Oak Meadow, 2014-05-27.",250,9.965784,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,45910,48.460663,45,,,-123.319383,,,,,,48.46066312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_4210_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_05_27_IMG_4210_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2014_05_27_IMG_4210,syal_gom_2014_05_27_IMG_4210_tb.jpg
,Snowberry,syal_gom_2014_06_23_IMG_2263.jpg,262,syal_gom_2014_06_23_IMG_2263_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_06_23_IMG_2263_web.jpg,syal_gom_2014_06_23_IMG_2263.jpg,2014,6,23,2263,2014-06-23, 4:37:23 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_gom_2014_06_23_IMG_2263_web.jpg,0,4,174,,3.5,3.61471,130,4.5,"Snowberry, with , and , at Garry Oak Meadow, 2014-06-23.",80,4.906891,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Common Snowberry
Waxberry",,,,,,2665,48.460987,53,,,-123.319253,,,,,,48.46098712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_06_23_IMG_2263_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_gom_2014_06_23_IMG_2263_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Snowberry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_gom_2014_06_23_IMG_2263,syal_gom_2014_06_23_IMG_2263_tb.jpg
,Snowberry,syal_vipirg_2014_07_04_IMG_4209.jpg,347,syal_vipirg_2014_07_04_IMG_4209_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_vipirg_2014_07_04_IMG_4209_web.jpg,syal_vipirg_2014_07_04_IMG_4209.jpg,2014,7,4,4209,2014-07-04, 2:57:33 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/syal_vipirg_2014_07_04_IMG_4209_web.jpg,0,4,185,,4,4,180,4.5,"Snowberry, with , and , at VIPIRG, 2014-07-04.",160,6.321928,,0,syal,Snowberry,,,Wendy Anthony,0,,0,280,VIPIRG,,,"Common Snowberry
Waxberry",,,,,,2465,48.461538,49,,,-123.314033,,,,,,48.46153812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/syal_vipirg_2014_07_04_IMG_4209_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/syal_vipirg_2014_07_04_IMG_4209_tb.jpg"" width=""180"" height=""135"" title=""Snowberry, with , and , at VIPIRG, 2014-07-04."" alt=""Snowberry, with , and , at VIPIRG, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(vipirg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Pink,Wendy Anthony,2014-07-13,,,syal_vipirg_2014_07_04_IMG_4209,syal_vipirg_2014_07_04_IMG_4209_tb.jpg
,Stinging Nettle,urdi_bcm_2010_03_23_IMG_8181.jpg,136,urdi_bcm_2010_03_23_IMG_8181_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_bcm_2010_03_23_IMG_8181_web.jpg,urdi_bcm_2010_03_23_IMG_8181.jpg,2010,3,23,8181,2010-03-23, 6:04:54 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_bcm_2010_03_23_IMG_8181_web.jpg,0,3,82,,3.5,3.61471,15,13.2,"Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23.",,2.321928,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,3,Bowker Creek / McGill Rd,,,,,,,,,,48.466737,,,,-123.318122,,,,,,48.46673712,,,,,,"<a name=""Spring2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_bcm_2010_03_23_IMG_8181_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_bcm_2010_03_23_IMG_8181_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23."" alt=""Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23."" class=""imgtb"" border=""1""></a><br>Mar 23, 2010<br>(bcm)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_bcm_2010_03_23_IMG_8181,urdi_bcm_2010_03_23_IMG_8181_tb.jpg
,Stinging Nettle,urdi_bcm_2010_03_23_IMG_8183.jpg,184,urdi_bcm_2010_03_23_IMG_8183_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_bcm_2010_03_23_IMG_8183_web.jpg,urdi_bcm_2010_03_23_IMG_8183.jpg,2010,3,23,8183,2010-03-23, 6:05:19 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_bcm_2010_03_23_IMG_8183_web.jpg,0,3,82,,3.2,3.356144,16,10.2,"Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23.",,2.584963,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,3,Bowker Creek / McGill Rd,,,,,,,,,,48.466737,,,,-123.318122,,,,,,48.46673712,,,,,,"<a name=""Spring2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_bcm_2010_03_23_IMG_8183_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_bcm_2010_03_23_IMG_8183_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23."" alt=""Stinging Nettle, with , and , at Bowker Creek / McGill Rd, 2010-03-23."" class=""imgtb"" border=""1""></a><br>Mar 23, 2010<br>(bcm)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_bcm_2010_03_23_IMG_8183,urdi_bcm_2010_03_23_IMG_8183_tb.jpg
,Stinging Nettle,urdi_cw_2014_03_18_IMG_4814.jpg,186,urdi_cw_2014_03_18_IMG_4814_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_03_18_IMG_4814_web.jpg,urdi_cw_2014_03_18_IMG_4814.jpg,2014,3,18,4814,2014-03-18, 7:12:39 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_03_18_IMG_4814_web.jpg,0,2,77,,3.5,3.61471,115,4.5,"Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18.",1600,3.906891,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,3525,48.46152,70,,,-123.312513,,,,,,48.46152012,,,,,,"<a name=""Late Winter2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_03_18_IMG_4814_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_03_18_IMG_4814_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18."" class=""imgtb"" border=""1""></a><br>Mar 18, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_03_18_IMG_4814,urdi_cw_2014_03_18_IMG_4814_tb.jpg
,Stinging Nettle,urdi_cw_2014_03_18_IMG_4827.jpg,187,urdi_cw_2014_03_18_IMG_4827_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_03_18_IMG_4827_web.jpg,urdi_cw_2014_03_18_IMG_4827.jpg,2014,3,18,4827,2014-03-18, 7:13:18 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_03_18_IMG_4827_web.jpg,0,2,77,,6.8,5.531069,14,90,"Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18.",1600,1,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,701,48.461522,70,,,-123.312572,,,,,,48.46152212,,,,,,"<a name=""Late Winter2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_03_18_IMG_4827_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_03_18_IMG_4827_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-03-18."" class=""imgtb"" border=""1""></a><br>Mar 18, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_03_18_IMG_4827,urdi_cw_2014_03_18_IMG_4827_tb.jpg
,Stinging Nettle,urdi_cw_2014_07_02_IMG_3912.jpg,296,urdi_cw_2014_07_02_IMG_3912_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3912_web.jpg,urdi_cw_2014_07_02_IMG_3912.jpg,2014,7,2,3912,2014-07-02, 6:37:16 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3912_web.jpg,0,4,183,,6.3,5.310704,160,4.5,"Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02.",1250,5.906891,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,1232,48.461445,61,,,-123.31248,,,,,,48.46144512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3912_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3912_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_07_02_IMG_3912,urdi_cw_2014_07_02_IMG_3912_tb.jpg
,Stinging Nettle,urdi_cw_2014_07_02_IMG_3921.jpg,404,urdi_cw_2014_07_02_IMG_3921_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3921_web.jpg,urdi_cw_2014_07_02_IMG_3921.jpg,2014,7,2,3921,2014-07-02, 6:39:39 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3921_web.jpg,0,4,183,,3.5,3.61471,130,4.5,"Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02.",320,4.906891,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,61310,48.46148,61,,,-123.312588,,,,,,48.46148012,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3921_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3921_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_07_02_IMG_3921,urdi_cw_2014_07_02_IMG_3921_tb.jpg
,Stinging Nettle,urdi_cw_2014_07_02_IMG_3926.jpg,390,urdi_cw_2014_07_02_IMG_3926_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3926_web.jpg,urdi_cw_2014_07_02_IMG_3926.jpg,2014,7,2,3926,2014-07-02, 6:40:31 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3926_web.jpg,0,4,183,,4.5,4.33985,160,11.2,"Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02.",800,5.906891,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,61310,48.461545,61,,,-123.312572,,,,,,48.46154512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3926_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3926_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_07_02_IMG_3926,urdi_cw_2014_07_02_IMG_3926_tb.jpg
,Stinging Nettle,urdi_cw_2014_07_02_IMG_3963.jpg,399,urdi_cw_2014_07_02_IMG_3963_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3963_web.jpg,urdi_cw_2014_07_02_IMG_3963.jpg,2014,7,2,3963,2014-07-02, 6:41:34 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/urdi_cw_2014_07_02_IMG_3963_web.jpg,0,4,183,,5,4.643856,130,28.4,"Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02.",800,4.906891,,0,urdi,Stinging Nettle,,,Wendy Anthony,0,,0,280,Cunningham Woods,,,,,,,,,61310,48.461562,61,,,-123.31258,,,,,,48.46156212,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3963_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/urdi_cw_2014_07_02_IMG_3963_tb.jpg"" width=""180"" height=""135"" title=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" alt=""Stinging Nettle, with , and , at Cunningham Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(cw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,Green,Wendy Anthony,2014-07-13,Serrated Edge,,urdi_cw_2014_07_02_IMG_3963,urdi_cw_2014_07_02_IMG_3963_tb.jpg
,Stonecrop,sela_irmg_2014_07_04_IMG_4566.jpg,371,sela_irmg_2014_07_04_IMG_4566_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sela_irmg_2014_07_04_IMG_4566_web.jpg,sela_irmg_2014_07_04_IMG_4566.jpg,2014,7,4,4566,2014-07-04, 4:16:55 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/sela_irmg_2014_07_04_IMG_4566_web.jpg,0,4,185,,4.5,4.33985,160,16.6,"Stonecrop, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04.",125,5.906891,,0,sela,Stonecrop,,,Wendy Anthony,0,,0,280,Ian Ross Memorial Garden DTB,,,,,,,,,231,48.464817,23,,,-123.314655,,,,,,48.46481712,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/sela_irmg_2014_07_04_IMG_4566_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/sela_irmg_2014_07_04_IMG_4566_tb.jpg"" width=""180"" height=""135"" title=""Stonecrop, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04."" alt=""Stonecrop, with , and , at Ian Ross Memorial Garden DTB, 2014-07-04."" class=""imgtb"" border=""1""></a><br>Jul 04, 2014<br>(irmg)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,sela_irmg_2014_07_04_IMG_4566,sela_irmg_2014_07_04_IMG_4566_tb.jpg
,Swamp Lantern,lyam_bc9_2011_03_02_IMG_3833.jpg,34,lyam_bc9_2011_03_02_IMG_3833_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/lyam_bc9_2011_03_02_IMG_3833_web.jpg,lyam_bc9_2011_03_02_IMG_3833.jpg,2011,3,2,3833,2011-03-02, 4:26:25 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/lyam_bc9_2011_03_02_IMG_3833_web.jpg,0,2,61,"Creek water still high, but Skunk Cabbage is poking through  the mud flats alongside Bowker Creek everywhere when you look closely",2.7,2.865919,150,6,"Swamp Lantern, with Leaf Opening, and Dormant, at Bowker Creek Parking Lot 9, 2011-03-02.",,5.643856,,9,lyam,Swamp Lantern,,,Wendy Anthony,0,,0,3,Bowker Creek Parking Lot 9,,,"Skunk Cabbage
Western Skunk Cabbage",General,OK,Stream Edge,,,,48.464695,,,Dormant,-123.318177,,,,,,48.46469512,Leaf Opening,,,,,"<a name=""Late Winter2011""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/lyam_bc9_2011_03_02_IMG_3833_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/lyam_bc9_2011_03_02_IMG_3833_tb.jpg"" width=""180"" height=""135"" title=""Swamp Lantern, with Leaf Opening, and Dormant, at Bowker Creek Parking Lot 9, 2011-03-02."" alt=""Swamp Lantern, with Leaf Opening, and Dormant, at Bowker Creek Parking Lot 9, 2011-03-02."" class=""imgtb"" border=""1""></a><br>Mar 02, 2011<br>(bc9)",,,,,,,,1,4,Wendy Anthony,2014-07-13,,,Yellow,Wendy Anthony,2014-07-13,"Pointed
Smooth Edge",1,lyam_bc9_2011_03_02_IMG_3833,lyam_bc9_2011_03_02_IMG_3833_tb.jpg
